"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8KCYAIRN","journalArticle","2021","van Haastrecht, Max; Sarhan, Injy; Özkan, Bilge; Brinkhuis, Matthieu; Spruit, Marco","SYMBALS: A Systematic Review Methodology Blending Active Learning and Snowballing","Frontiers in research metrics and analytics","","2504-0537","10.3389/frma.2021.685591","https://doi.org/10.3389/frma.2021.685591","Research output has grown significantly in recent years, often making it difficult to see the forest for the trees. Systematic reviews are the natural scientific tool to provide clarity in these situations. However, they are protracted processes that require expertise to execute. These are problematic characteristics in a constantly changing environment. To solve these challenges, we introduce an innovative systematic review methodology: SYMBALS. SYMBALS blends the traditional method of backward snowballing with the machine learning method of active learning. We applied our methodology in a case study, demonstrating its ability to swiftly yield broad research coverage. We proved the validity of our method using a replication study, where SYMBALS was shown to accelerate title and abstract screening by a factor of 6. Additionally, four benchmarking experiments demonstrated the ability of our methodology to outperform the state-of-the-art systematic review methodology FAST 2 .","2021-05-28","2024-06-05 08:33:19","2024-06-05 08:33:19","","","","","6","","","","","","","","","","en","","","","","","","Publisher: Frontiers Media","","","","Scientific Workflows; Refactoring; Meta-Learning; Robust Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SFAKJDS","journalArticle","2024","Affengruber, Lisa; Nussbaumer‐Streit, Barbara; Hamel, Candyce; Van der Maten, Miriam; Thomas, James; Mavergames, Chris; Spijker, René; Gartlehner, Gerald","Rapid review methods series: Guidance on the use of supportive software","BMJ evidence-based medicine","","2515-446X","10.1136/bmjebm-2023-112530","https://doi.org/10.1136/bmjebm-2023-112530","This paper is part of a series of methodological guidance from the Cochrane Rapid Reviews Methods Group. Rapid reviews (RRs) use modified systematic review methods to accelerate the review process while maintaining systematic, transparent and reproducible methods. This paper guides how to use supportive software for RRs.We strongly encourage the use of supportive software throughout RR production. Specifically, we recommend (1) using collaborative online platforms that enable working in parallel, allow for real-time project management and centralise review details; (2) using automation software to support, but not entirely replace a human reviewer and human judgement and (3) being transparent in reporting the methodology and potential risk for bias due to the use of supportive software.","2024-01-19","2024-06-05 08:33:19","2024-06-05 08:33:19","","bmjebm-112530","","","","","","","","","","","","","en","","","","","","","Publisher: BMJ","","","","Research Methodology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AY65FGPN","journalArticle","2022","van den Bulk, Leonieke; Bouzembrak, Yamine; Gavai, Anand; Ning-jing, Liu; van den Heuvel, Lukas; Marvin, H.J.P.","Automatic classification of literature in systematic reviews on food safety using machine learning","Current research in food science","","2665-9271","10.1016/j.crfs.2021.12.010","https://doi.org/10.1016/j.crfs.2021.12.010","Systematic reviews are used to collect relevant literature to answer a research question in a way that is clear, thorough, unbiased and reproducible. They are implemented as a standard method in the domain of food safety to obtain a literature overview on the state-of-the-art research related to food safety topics of interest. A disadvantage to systematic reviews, however, is that this process is time-consuming and requires expert domain knowledge. The work reported here aims to reduce the time needed by an expert to screen all possible relevant articles by applying machine learning techniques to classify the articles automatically as either relevant or not relevant. Eight different machine learning algorithms and ensembles of all combinations of these algorithms were tested on two different systematic reviews on food safety (i.e. chemical hazards in cereals and leafy greens). The results showed that the best performance was obtained by an ensemble of naive Bayes and a support vector machine, resulting in an average decrease of 32.8% in the amount of articles the expert has to read and an average decrease in irrelevant articles of 57.8% while keeping 95% of the relevant articles. It was concluded that automatic classification of the literature in a systematic literature review can support experts in their task and save valuable time without compromising the quality of the review.","2022-01-01","2022-02-15 16:03:56","2025-03-13 15:00:42","","84-95","","","5","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Cost-Sensitive Learning; peer_reviewed_article; other","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HA3PXKVF","journalArticle","2023","Tóth, Árpád; Suta, Alex; Losada, Jean; Argoti, Andrés","A comprehensive, semi-automated systematic literature review (SLR) design: Application to P-graph research with a focus on sustainability","Journal of cleaner production","","0959-6526","10.1016/j.jclepro.2023.137741","https://doi.org/10.1016/j.jclepro.2023.137741","Because of the vast number of academic products with focus on sustainability being currently generated, it is becoming exceedingly difficult and time-consuming to perform accurate literature reviews that have actual relationship with such a topic and correctly reflect its state of the art. Thus, this work proposes a comprehensive Systematic Literature Review (SLR) design as a novel approach for collecting the body of contributions for any given research field in general and sustainability in particular. This design is guided by a semi-automated procedure that aims at incorporating the best automation features of earlier SLRs and involves available scientific databases, e.g., Scopus and Web of Science. The results of the proposed SLR design include bibliometric analyses, a list of researcher and institution networks, and a qualitative assessment of practical applications of the field of interest. Moreover, the proposed semi-automated approach allows for the inclusion of subject categorization based on the generation of author-density maps and keyword co-occurrence networks. For illustration, the semi-automated SLR design is implemented by thoroughly reviewing the contributions pertaining to the P-graph (Process Graph) framework with a focus on sustainability. The P-graph framework has been applied to multiple areas, such as network design, optimization, and system integration; in particular, the framework has proven to be useful for the development of sustainable systems. Upon execution, the semi-automated SLR design collected 284 contributions related to P-graph, of which 139 were classified as sustainability-related, and further partitioned into specific categories. It is expected that the proposed semi-automated SLR design will help researchers in the sustainability community accelerate the generation of works in that area by rapidly generating accurate literature reviews.","2023-08-01","2024-06-05 08:33:19","2024-06-05 08:33:19","","137741-137741","","","415","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Supply Chain Network Design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQ6PXS5F","journalArticle","2022","Scherer, Ronny; Campos, Diego","Measuring those who have their minds set: An item-level meta-analysis of the implicit theories of intelligence scale in education","Educational research review","","1747-938X","10.1016/j.edurev.2022.100479","https://doi.org/10.1016/j.edurev.2022.100479","Fixed and growth mindsets represent implicit theories about the nature of one's abilities or traits. The existing body of research on academic achievement and the effectiveness of mindset interventions for student learning largely relies on the premise that fixed and growth mindsets are mutually exclusive. This premise has led to the common practice in which measures of one mindset are reversed and then assumed to represent the other mindset. Focusing on K-12 and university students (N = 27328), we tested the validity of this practice via a comprehensive item-level meta-analysis of the Implicit Theories of Intelligence Scale (ITIS). By means of meta-analytic structural equation modeling and network analysis, we examined (a) the ITIS item-item correlations and their heterogeneity across 32 primary studies; (b) the factor structure of the ITIS, including the distinction between fixed and growth mindset; and (c) moderator effects of sample, study, and measurement characteristics. We found positive item-item correlations within the sets of fixed and growth mindset items, with substantial between-study heterogeneity. The ITIS factor structure comprised two moderately correlated mindset factors (ρ = 0.63–0.65), even after reversing one mindset scale. This structure was moderated by the educational level and origin of the student sample, the assessment mode, and scale modifications. Overall, we argue that fixed and growth mindsets are not mutually exclusive but correlated constructs. We discuss the implications for the assessment of implicit theories of intelligence in education.","2022-11-01","2024-06-05 08:33:19","2024-06-05 08:33:19","","100479-100479","","","37","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Interest Development; Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK6NMJDL","journalArticle","2023","Sannou, Ramoudane; Kirschke, Sabrina; Guenther, Edeltraud","Integrating the social perspective into the sustainability assessment of agri-food systems: A review of indicators","Sustainable production and consumption","","2352-5509","10.1016/j.spc.2023.05.014","https://doi.org/10.1016/j.spc.2023.05.014","Research and practice increasingly recognise the importance of measuring social sustainability in the agri-food sector to produce sustainable food for consumption. As a result, a diverse set of social sustainability indicators has been developed in addition to the better-studied environmental and economic dimensions. However, these social indicators are dispersed in the literature, resulting in limited structured knowledge of the social dimension of sustainability. This study provides a Systematic Literature Review of 128 research articles on assessing social sustainability in agri-food systems. By conducting an in-depth analysis of relevant social sustainability indicators in the agri-food sector, the study creates a centralised knowledge base on social sustainability indicators to guide empirical investigations in agri-food systems. Thirty-six indicators were identified and structured into eight themes. These indicators have been analysed along key dimensions for decision-making: the spatial scale, the type of agri-food system, the Theory of Change (ToC) level, and the temporal scale. Indicators were found at the farm, community/local, regional, and supra-regional spatial scales. Regarding the type of agri-food system, indicators are predominantly used for integrated and cropping systems and less for exclusive food systems analyses, livestock, forest, plantation-based systems, aquaculture, and fisheries. Activity level indicators are the most dominant considering the levels along the ToC. On temporal aspects, the keywords related to social sustainability indicators are identical before and after the SDGs but have, on average, been used much more since the advent of the SDGs in 2015. A word embedding algorithm detected shifts in the debate, with issues of water access, gender equity, and participation becoming increasingly important in assessing the social sustainability of agri-food systems. The results open up a fruitful avenue of research on integrating social sustainability indicators into decision-making processes for more sustainable food production.","2023-07-01","2024-06-05 08:33:19","2024-06-05 08:33:19","","175-190","","","39","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Agricultural Sustainability; Sustainability Indicators; Sustainability Labels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VE9QD8D","journalArticle","2023","Rogers, Katja; Seaborn, Katie","The Systematic Review-lution: A Manifesto to Promote Rigour and Inclusivity in Research Synthesis","","","","10.1145/3544549.3582733","https://doi.org/10.1145/3544549.3582733","The field of human-computer interaction (HCI) is maturing. Systematic reviews, a staple of many disciplines, play an important and often essential role in how each field contributes to human knowledge. On this prospect, we argue that our meta-level approach to research within HCI needs a revolution. First, we echo previous calls for greater rigour in primary research reporting with a view towards supporting knowledge synthesis in secondary research. Second, we must decide as a community how to carry out systematic review work in light of the many ways that knowledge is produced within HCI (rigour in secondary research methods and epistemological inclusivity). In short, our manifesto is this: we need to develop and make space for an inclusive but rigorous set of standards that supports systematic review work in HCI, through careful consideration of both primary and secondary research methods, expectations, and infrastructure. We call for any and all fellow systematic review-lutionaries to join us.","2023-04-19","2024-06-05 08:33:19","2024-06-05 08:33:19","","","","","","","","","","","","","","","en","","","","","","","","","","","Participatory Sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EK69DW6N","journalArticle","2022","O’Callaghan, Brian; Yau, Nigel; Hepburn, Cameron","How Stimulating Is a Green Stimulus? The Economic Attributes of Green Fiscal Spending","Annual review of environment and resources","","1543-5938","10.1146/annurev-environ-112420-020640","https://doi.org/10.1146/annurev-environ-112420-020640","","2022-10-17","2024-06-05 08:33:19","2024-06-05 08:33:19","","697-723","","1","47","","","","","","","","","","en","","","","","","","Publisher: Annual Reviews","","","","Sustainability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHJLEPTQ","journalArticle","2023","Kempeneer, Shirley; Pirannejad, Ali; Wolswinkel, C.J.","Open government data from a legal perspective: An AI-driven systematic literature review","Government information quarterly","","0740-624X","10.1016/j.giq.2023.101823","https://doi.org/10.1016/j.giq.2023.101823","While the applicable legal framework is often identified as one of the key factors in the success or failure of open government data (OGD), the concrete impact of 'OGD law' on actual practices of OGD is often overlooked or hardly addressed in-depth. This contribution therefore aims to disentangle this legal impact based on an AI-driven systematic literature review combining legal and public administration (PA) publications. First, the review shows that OGD law has many faces and cannot be reduced to one single piece of 'OGD legislation'. Instead, OGD law covers a wide range of topics, dealing with access to information, re-use of information, and conflicting interests (e.g. privacy or copyright). Secondly, the article identifies three main dimensions that structure the assessment of the impact of OGD law on OGD practices: topics of OGD law, sources of OGD law, and levels of OGD law. Finally, the review shows that there is no clear and univocal evidence to answer the question of what regulatory constellation is successful in fostering OGD practices and what is not, partly due to a lack of available empirical research. At the same time, the literature reveals some promising avenues for future research on OGD law in action.","2023-06-01","2024-06-05 08:33:19","2024-06-05 08:33:19","","101823-101823","","3","40","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Open Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JDXB9P2M","journalArticle","2023","Fleckenstein, Johanna; Liebenow, Lucas; Meyer, Jennifer","Automated feedback and writing: a multi-level meta-analysis of effects on students' performance","Frontiers in artificial intelligence","","2624-8212","10.3389/frai.2023.1162454","https://doi.org/10.3389/frai.2023.1162454","Introduction Adaptive learning opportunities and individualized, timely feedback are considered to be effective support measures for students' writing in educational contexts. However, the extensive time and expertise required to analyze numerous drafts of student writing pose a barrier to teaching. Automated writing evaluation (AWE) tools can be used for individual feedback based on advances in Artificial Intelligence (AI) technology. A number of primary (quasi-)experimental studies have investigated the effect of AWE feedback on students' writing performance. Methods This paper provides a meta-analysis of the effectiveness of AWE feedback tools. The literature search yielded 4,462 entries, of which 20 studies ( k = 84; N = 2, 828) met the pre-specified inclusion criteria. A moderator analysis investigated the impact of the characteristics of the learner, the intervention, and the outcome measures. Results Overall, results based on a three-level model with random effects show a medium effect ( g = 0.55) of automated feedback on students' writing performance. However, the significant heterogeneity in the data indicates that the use of automated feedback tools cannot be understood as a single consistent form of intervention. Even though for some of the moderators we found substantial differences in effect sizes, none of the subgroup comparisons were statistically significant. Discussion We discuss these findings in light of automated feedback use in educational practice and give recommendations for future research.","2023-07-03","2024-06-05 08:33:19","2024-06-05 08:33:19","","","","","6","","","","","","","","","","en","","","","","","","Publisher: Frontiers Media","","","","Student Performance Prediction; Dynamic Assessment; Assessment Literacy; Formative Assessment; Peer Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6L4RSP3","journalArticle","2023","Dillman, Kevin; Heinonen, Jukka; Davíðsdóttir, Brynhildur","A development of intergenerational sustainability indicators and thresholds for mobility system provisioning: A socio-ecological framework in the context of strong sustainability","Environmental and sustainability indicators","","2665-9727","10.1016/j.indic.2023.100240","https://doi.org/10.1016/j.indic.2023.100240","With the concurrent challenges of looming ecological crisis and growing global social inequity, the need to assess the socio-ecological efficiency of provisioning systems to assess progress towards a 'safe and just space' has been highlighted in the literature. Mobility systems represent good examples of provisioning systems required to gain access to essential services and for human connectivity. They also act, however, as a significant source of environmental degradation and are subject to significant social inequalities associated with transport accessibility, affordability, and social externalities, such as traffic fatalities and local air pollution. Sustainable mobility indicator and 'safe and just space' studies have thus far struggled to capture a strong state of sustainability (as opposed to relative improvement measurements), at a sectoral depth that allows for actionable insight, respectively. This work thus reviewed both literature fields, collecting mobility indicators as well as sectoral ecological and social thresholds, and organized them according to a developed strong sustainability framework. Through this approach, this work accomplishes three goals: 1) assists in characterizing a 'safe and just space' for mobility provisioning systems through the development of an indicator system 2) Provides a layered understanding of their use and suggests future use of them 3) Provides an organized basket of indicators for practitioners to make use of. In achieving these goals, this work helps connect social and ecological thresholds for the transport sector at a granular level, assisting practitioners in applying and measuring strong sustainability states for mobility provisioning.","2023-06-01","2024-06-05 08:33:19","2024-06-05 08:33:19","","100240-100240","","","18","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Environmental Correlates; Sustainability Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SHUZKU7","journalArticle","2023","Daumiller, Martin; Rinas, Raven; Schoon, Ingrid; Lüftenegger, Marko","How Did COVID-19 Affect Education and What Can Be Learned Moving Forward?","Zeitschrift für Psychologie","","2151-2604","10.1027/2151-2604/a000527","https://doi.org/10.1027/2151-2604/a000527","","2023-07-01","2024-06-05 08:33:19","2024-06-05 08:33:19","","177-191","","3","231","","","","","","","","","","en","","","","","","","Publisher: Johann Ambrosius Barth Verlag","","","","Pandemics; Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNPAQRKG","journalArticle","2024","Campos, Diego; Fütterer, Tim; Gfrörer, Thomas; Lavelle-Hill, Rosa; Murayama, Kou; König, Lars; Hecht, Martin; Zitzmann, Steffen; Scherer, Ronny","Screening Smarter, Not Harder: A Comparative Analysis of Machine Learning Screening Algorithms and Heuristic Stopping Criteria for Systematic Reviews in Educational Research","Educational psychology review","","1040-726X","10.1007/s10648-024-09862-5","https://doi.org/10.1007/s10648-024-09862-5","Abstract Systematic reviews and meta-analyses are crucial for advancing research, yet they are time-consuming and resource-demanding. Although machine learning and natural language processing algorithms may reduce this time and these resources, their performance has not been tested in education and educational psychology, and there is a lack of clear information on when researchers should stop the reviewing process. In this study, we conducted a retrospective screening simulation using 27 systematic reviews in education and educational psychology. We evaluated the sensitivity, specificity, and estimated time savings of several learning algorithms and heuristic stopping criteria. The results showed, on average, a 58% ( SD = 19%) reduction in the screening workload of irrelevant records when using learning algorithms for abstract screening and an estimated time savings of 1.66 days ( SD = 1.80). The learning algorithm random forests with sentence bidirectional encoder representations from transformers outperformed other algorithms. This finding emphasizes the importance of incorporating semantic and contextual information during feature extraction and modeling in the screening process. Furthermore, we found that 95% of all relevant abstracts within a given dataset can be retrieved using heuristic stopping rules. Specifically, an approach that stops the screening process after classifying 20% of records and consecutively classifying 5% of irrelevant papers yielded the most significant gains in terms of specificity ( M = 42%, SD = 28%). However, the performance of the heuristic stopping criteria depended on the learning algorithm used and the length and proportion of relevant papers in an abstract collection. Our study provides empirical evidence on the performance of machine learning screening algorithms for abstract screening in systematic reviews in education and educational psychology.","2024-02-08","2024-06-05 08:33:19","2025-03-26 10:03:37","","","","1","36","","","","","","","","","","en","","","","","","","Publisher: Springer Science+Business Media","","","","stefano_checked; systematic_review_tool_comparison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNA4DNQS","journalArticle","2022","Jahrami, Haitham; Trabelsi, Khaled; Boukhris, Omar; Hussain, Jumana; Alenezi, Ahmad; Humood, Ali; Saif, Zahra; Pandi‐Perumal, Seithikurippu; Seeman, Mary","The Prevalence of Mild, Moderate, and Severe Nomophobia Symptoms: A Systematic Review, Meta-Analysis, and Meta-Regression","Behavioral sciences","","2076-328X","10.3390/bs13010035","https://doi.org/10.3390/bs13010035","NOMOPHOBIA, or NO MObile PHone Phobia, refers to a psychological condition in which people fear being disconnected from their mobile phones. The purpose of this review was to establish the prevalence of nomophobia symptoms in youth and young adults according to severity, country, culture, population, measurement tool, and year of data collection. An electronic search of fourteen databases, two digital preservation services, and three content aggregator services was conducted from the inception of each database until 15 September 2021. A total of 52 studies involving 47,399 participants from 20 countries were included in the analyses. The prevalence of nomophobia was defined as the proportion of individuals scoring at or above established cut-offs on validated measures. Based on a random-effects meta-analysis, approximately 20% of individuals showed mild symptoms of nomophobia, 50% showed moderate symptoms, and 20% showed severe symptoms. Our results showed that university students from non-Western cultures are the most likely to suffer severe symptoms. In the year 2021, the prevalence rate of nomophobia increased. The instrument that was best able to detect nomophobia was the nomophobia questionnaire. Most individuals who own mobile phones experience mild or moderate symptoms of nomophobia. Severe symptoms deserve attention from clinicians and research scientists. A valid method of identifying individuals with a severe addiction to their mobile phones will help with timely and effective therapeutic management.","2022-12-30","2024-06-05 08:33:19","2024-06-05 08:33:19","","35-35","","1","13","","","","","","","","","","en","","","","","","","Publisher: Multidisciplinary Digital Publishing Institute","","","","Mobile Health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYEHG8XC","journalArticle","2023","Ieda, Teruyo; Hashimoto, Shunji","GC × GC and computational strategies for detecting and analyzing environmental contaminants","TrAC. Trends in analytical chemistry","","0165-9936","10.1016/j.trac.2023.117118","https://doi.org/10.1016/j.trac.2023.117118","","2023-08-01","2024-06-05 08:33:19","2024-06-05 08:33:19","","117118-117118","","","165","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Ambient Conditions; Gas Chromatography; Two-Dimensional Chromatography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9K26VRJR","journalArticle","2023","Feil, Katharina; Fritsch, Julian; Rhodes, Ryan","The intention-behaviour gap in physical activity: a systematic review and meta-analysis of the action control framework","British journal of sports medicine","","0306-3674","10.1136/bjsports-2022-106640","https://doi.org/10.1136/bjsports-2022-106640","","2023-07-17","2024-06-05 08:33:19","2024-06-05 08:33:19","","1265-1271","","19","57","","","","","","","","","","en","","","","","","","Publisher: BMJ","","","","Exercise; Habit Formation; Behavior Change Techniques; Health Behavior Interventions; Implementation Intentions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUTLH38W","journalArticle","2022","Farrell, Maxwell; Brierley, Liam; Willoughby, Anna; Yates, Andrew; Mideo, Nicole","Past and future uses of text mining in ecology and evolution","Proceedings - Royal Society. Biological sciences/Proceedings - Royal Society. Biological Sciences","","0962-8452","10.1098/rspb.2021.2721","https://doi.org/10.1098/rspb.2021.2721","Ecology and evolutionary biology, like other scientific fields, are experiencing an exponential growth of academic manuscripts. As domain knowledge accumulates, scientists will need new computational approaches for identifying relevant literature to read and include in formal literature reviews and meta-analyses. Importantly, these approaches can also facilitate automated, large-scale data synthesis tasks and build structured databases from the information in the texts of primary journal articles, books, grey literature, and websites. The increasing availability of digital text, computational resources, and machine-learning based language models have led to a revolution in text analysis and natural language processing (NLP) in recent years. NLP has been widely adopted across the biomedical sciences but is rarely used in ecology and evolutionary biology. Applying computational tools from text mining and NLP will increase the efficiency of data synthesis, improve the reproducibility of literature reviews, formalize analyses of research biases and knowledge gaps, and promote data-driven discovery of patterns across ecology and evolutionary biology. Here we present recent use cases from ecology and evolution, and discuss future applications, limitations and ethical issues.","2022-05-18","2024-06-05 08:33:19","2024-06-05 08:33:19","","","","1975","289","","","","","","","","","","en","","","","","","","Publisher: Royal Society","","","","Knowledge Management; Text Mining; Natural Language Processing; Ecology; Scientific Data Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JP64WV3S","journalArticle","2022","Chan, Phyllis; Peskov, Kirill; Song, Xuyang","Applications of Model-Based Meta-Analysis in Drug Development","Pharmaceutical research","","0724-8741","10.1007/s11095-022-03201-5","https://doi.org/10.1007/s11095-022-03201-5","Abstract Model-based meta-analysis (MBMA) is a quantitative approach that leverages published summary data along with internal data and can be applied to inform key drug development decisions, including the benefit-risk assessment of a treatment under investigation. These risk–benefit assessments may involve determining an optimal dose compared against historic external comparators of a particular disease indication. MBMA can provide a flexible framework for interpreting aggregated data from historic reference studies and therefore should be a standard tool for the model-informed drug development (MIDD) framework. In addition to pairwise and network meta-analyses, MBMA provides further contributions in the quantitative approaches with its ability to incorporate longitudinal data and the pharmacologic concept of dose–response relationship, as well as to combine individual- and summary-level data and routinely incorporate covariates in the analysis. A common application of MBMA is the selection of optimal dose and dosing regimen of the internal investigational molecule to evaluate external benchmarking and to support comparator selection. Two case studies provided examples in applications of MBMA in biologics (durvalumab + tremelimumab for safety) and small molecule (fenebrutinib for efficacy) to support drug development decision-making in two different but well-studied disease areas, i.e., oncology and rheumatoid arthritis, respectively. Important to the future directions of MBMA include additional recognition and engagement from drug development stakeholders for the MBMA approach, stronger collaboration between pharmacometrics and statistics, expanded data access, and the use of machine learning for database building. Timely, cost-effective, and successful application of MBMA should be part of providing an integrated view of MIDD.","2022-02-16","2024-06-05 08:33:19","2024-06-05 08:33:19","","1761-1777","","8","39","","","","","","","","","","en","","","","","","","Publisher: Springer Science+Business Media","","","","Pharmacokinetic/Pharmacodynamic Modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWGBYLZM","journalArticle","2023","Bourke, Matthew; Haddara, Ameena; Loh, Aidan; Carson, Valerie; Breau, Becky; Tucker, Patricia","Adherence to the World Health Organization’s physical activity recommendation in preschool-aged children: a systematic review and meta-analysis of accelerometer studies","The international journal of behavioural nutrition and physical activity","","1479-5868","10.1186/s12966-023-01450-0","https://doi.org/10.1186/s12966-023-01450-0","Abstract Background The World Health Organization (WHO) recommend that preschool-aged children should engage in 180 min of total physical activity (TPA) including 60 min of moderate-to-vigorous physical activity (MVPA) each day. No systematic reviews or meta-analyses have pooled adherence to the recommendation across multiple studies. This study aimed to estimate the prevalence of preschool-aged children achieving the WHO’s physical activity recommendation for young children, and determine if the prevalence differed between boys and girls. Methods Primary literature searches were conducted on six online databases and a machine learning assisted systematic review was used to identify relevant studies. Studies written in English reporting on the prevalence of children aged 3–5 years achieving overall WHO physical activity recommendation or the individual TPA or MVPA aspects of the recommendation measured using accelerometers were eligible for inclusion. Random effects meta-analysis was used to determine the prevalence of preschools achieving the overall WHO recommendation and the individual TPA and MVPA aspect of the recommendation, and to determine difference in prevalence between boys and girls. Results Forty-eight studies reporting on 20,078 preschool-aged children met the inclusion criteria. Based on the most commonly employed accelerometer cut-points across all aspects of the recommendation, 60% (95% Confidence Interval [CI] = 37%, 79%) of preschool-aged children adhered to the overall physical activity recommendation, 78% (95% CI = 38%, 95%) adhered to the TPA aspect of the recommendation, and 90% (95% CI = 81%, 95%) adhered to the MVPA aspect of the recommendation. There was substantial variability is prevalence estimates between different accelerometer cut-points. Girls were significantly less likely to achieve the overall recommendation and the MVPA aspect of the recommendation than boys were. Conclusions Although there was substantial variability in estimated prevalence of preschool-aged children adhering the WHO physical activity recommendation between various accelerometer cut-points, the weight of available evidence suggests that the majority of young children are adhering to the overall recommendation and the individual TPA and MVPA aspects of the recommendation. Large-scale, intercontinental surveillance studies are needed to further strengthen the evidence regarding the prevalence of preschool-aged children achieving physical activity recommendation globally.","2023-04-26","2024-06-05 08:33:19","2024-06-05 08:33:19","","","","1","20","","","","","","","","","","en","","","","","","","Publisher: BioMed Central","","","","Physical Activity; Exercise; Physical Literacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VP423ZS","journalArticle","2023","Bleijendaal, Hidde; Croon, Philip; Pool, M.; Malekzadeh, Arjan; Aufiero, Simona; Amin, Ahmad; Zwinderman, Aeilko; Pinto, Yigal; Wilde, Arthur; Winter, Michiel","Clinical applicability of artificial intelligence for patients with an inherited heart disease: A scoping review","Trends in cardiovascular medicine","","1050-1738","10.1016/j.tcm.2022.01.011","https://doi.org/10.1016/j.tcm.2022.01.011","The number of inherited heart disease (IHD) studies using artificial intelligence (AI) has increased rapidly over the last years. In this scoping review, we aimed to present an overview of the current literature available on the applicability of AI within the field of IHD. The literature search resulted in eighteen articles in which an AI model was trained and tested, mostly for diagnostic and predictive purposes. The areas under the receiver operating characteristic curves ranged from 0.78-0.96, but varied between IHD types, used methods and outcome measures. Only three out of eighteen did perform validation on an external dataset and most studies did not use explainable deep learning models. To be able to integrate AI as a tool to aid physicians in their diagnoses and clinical decisions within the IHD field, generalizability has to be better evaluated and explainability of DL models has to be increased.","2023-07-01","2024-06-05 08:33:19","2024-06-05 08:33:19","","274-282","","5","33","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Cardiac Surgery Risk Models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
